id,transaction_id,utr_number,amount,payment_type,payment_date,updated_at,student_id,subscription_id
746,"",GT65 YHXC CY93 CSSW EBXU VBZS RRTA,735.00,OnlineBanking,2023-01-25 00:00:00+05:30,2022-04-16 00:00:00+05:30,247,2
747,"",KW02 EAPY Q9HZ F5RY NNFL 27PR X77P M1,869.00,OnlineBanking,2022-04-15 00:00:00+05:30,2022-12-13 00:00:00+05:30,465,3
748,"",RO33 UCHV N4T4 DS6P KQ2S EOZX,194.00,UPI,2022-09-16 00:00:00+05:30,2022-11-06 00:00:00+05:30,651,5
749,"",MK58 899I ZAEU MEAO X82,2.00,OnlineBanking,2022-09-13 00:00:00+05:30,2023-02-04 00:00:00+05:30,58,2
750,"",IE77 LWKZ 2802 9079 7947 58,829.00,CreditCard,2022-09-28 00:00:00+05:30,2022-07-08 00:00:00+05:30,471,4
751,"",EE22 4373 3218 8004 7369,440.00,DebitCard,2022-06-15 00:00:00+05:30,2022-11-30 00:00:00+05:30,281,4
752,"",LB35 4776 JELV S9XE DRXC AX5D 2IM1,291.00,OnlineBanking,2022-11-21 00:00:00+05:30,2023-01-17 00:00:00+05:30,443,2
753,"",AT23 3861 7698 0986 1276,324.00,OnlineBanking,2022-05-14 00:00:00+05:30,2023-01-15 00:00:00+05:30,12,5
754,"",AT23 0095 3786 4629 7867,410.00,OnlineBanking,2022-05-03 00:00:00+05:30,2023-02-20 00:00:00+05:30,19,5
755,"",FR92 7536 3084 908I IEJT ELL4 X47,755.00,OnlineBanking,2022-05-23 00:00:00+05:30,2022-08-29 00:00:00+05:30,616,1
756,"",AL75 0631 2981 C9MY NRA8 OAGM YYZ8,480.00,OnlineBanking,2023-02-23 00:00:00+05:30,2022-05-09 00:00:00+05:30,171,3
757,"",CY82 2747 2369 VQFE SV6I YJO9 MLML,479.00,DebitCard,2022-11-27 00:00:00+05:30,2022-10-31 00:00:00+05:30,748,1
758,"",DE70 7732 6160 6984 4967 60,987.00,CreditCard,2022-07-10 00:00:00+05:30,2022-03-19 00:00:00+05:30,183,3
759,"",DO51 ICHJ 4951 5544 2154 9758 4905,7.00,OnlineBanking,2022-10-09 00:00:00+05:30,2022-05-20 00:00:00+05:30,84,5
760,"",AE03 0873 3786 8788 8962 949,321.00,DebitCard,2022-04-23 00:00:00+05:30,2023-02-18 00:00:00+05:30,729,3
761,"",AE54 4207 4229 5089 7745 326,354.00,UPI,2022-09-24 00:00:00+05:30,2022-10-21 00:00:00+05:30,76,2
762,"",MU59 LQPV 9053 1075 3183 5431 802X FV,814.00,OnlineBanking,2022-10-28 00:00:00+05:30,2023-01-27 00:00:00+05:30,883,1
763,"",BG26 YPMT 5529 89JK 51KD CD,744.00,CreditCard,2022-11-17 00:00:00+05:30,2022-06-08 00:00:00+05:30,912,1
764,"",GT85 PUEE S7JX TM0I CZZG TQK6 E5GO,632.00,UPI,2022-04-10 00:00:00+05:30,2022-10-30 00:00:00+05:30,98,4
765,"",AL73 9562 5156 MXOE 0NXZ 7C4C AULU,249.00,OnlineBanking,2022-11-17 00:00:00+05:30,2022-05-27 00:00:00+05:30,804,5
766,"",DK16 5956 0376 4887 84,616.00,DebitCard,2022-11-02 00:00:00+05:30,2022-10-09 00:00:00+05:30,330,1
767,"",NO78 7458 7403 288,500.00,DebitCard,2022-07-19 00:00:00+05:30,2022-05-22 00:00:00+05:30,640,1
768,"",CR09 7998 4057 3959 2466 7,971.00,OnlineBanking,2022-08-20 00:00:00+05:30,2023-02-01 00:00:00+05:30,904,1
769,"",SA13 05O0 7FKP IXJL F4YG Z5UF,65.00,OnlineBanking,2022-11-07 00:00:00+05:30,2022-07-16 00:00:00+05:30,981,5
770,"",ME77 5944 3158 2457 5190 88,12.00,UPI,2022-07-16 00:00:00+05:30,2022-10-24 00:00:00+05:30,761,3
771,"",BG40 YVFZ 7686 65NP CA8D 6U,805.00,OnlineBanking,2023-02-03 00:00:00+05:30,2022-12-08 00:00:00+05:30,706,2
772,"",GB76 QCLQ 6495 4299 8088 27,413.00,OnlineBanking,2022-03-30 00:00:00+05:30,2022-07-28 00:00:00+05:30,524,2
773,"",GR47 3472 404X QT0I YJSU B8QO J0C,129.00,DebitCard,2022-04-11 00:00:00+05:30,2022-09-21 00:00:00+05:30,371,2
774,"",GE07 LP46 2238 5290 9822 20,614.00,DebitCard,2022-12-30 00:00:00+05:30,2023-03-06 00:00:00+05:30,206,4
775,"",VG64 YNOF 6483 0552 0789 2623,200.00,OnlineBanking,2022-03-31 00:00:00+05:30,2022-10-18 00:00:00+05:30,735,2
776,"",RO63 FQFE NVCM DW4P UGUN 7RHJ,646.00,OnlineBanking,2023-01-26 00:00:00+05:30,2022-06-18 00:00:00+05:30,542,2
777,"",FR14 6656 0873 01DY 9APL ICJV S58,372.00,OnlineBanking,2022-07-02 00:00:00+05:30,2023-01-07 00:00:00+05:30,658,3
778,"",EE53 4643 8736 9446 3243,604.00,DebitCard,2022-05-21 00:00:00+05:30,2023-02-24 00:00:00+05:30,98,5
779,"",FO23 6883 2683 2737 06,74.00,DebitCard,2022-12-26 00:00:00+05:30,2022-12-05 00:00:00+05:30,503,1
780,"",BE30 9502 5874 6284,96.00,OnlineBanking,2023-03-04 00:00:00+05:30,2022-03-30 00:00:00+05:30,917,4
781,"",PK77 WTKU BWT2 GVZD G66D PFBB,619.00,UPI,2022-03-19 00:00:00+05:30,2022-12-16 00:00:00+05:30,385,3
782,"",SM03 U425 8260 5324 NGMF UBQT CF5,271.00,DebitCard,2023-01-06 00:00:00+05:30,2022-03-12 00:00:00+05:30,792,1
783,"",ES15 2017 3605 4062 0388 2812,314.00,UPI,2022-03-09 00:00:00+05:30,2023-02-09 00:00:00+05:30,268,5
784,"",BR43 2213 1260 7306 0569 2772 099A S,541.00,OnlineBanking,2023-01-02 00:00:00+05:30,2022-03-18 00:00:00+05:30,319,2
785,"",GL69 1952 7061 3532 23,271.00,OnlineBanking,2022-05-10 00:00:00+05:30,2022-07-08 00:00:00+05:30,751,2
786,"",NO88 1462 2304 002,360.00,OnlineBanking,2022-03-12 00:00:00+05:30,2022-06-28 00:00:00+05:30,259,5
787,"",SE89 1243 3252 9808 4071 3824,599.00,DebitCard,2023-02-12 00:00:00+05:30,2023-01-22 00:00:00+05:30,763,5
788,"",HR39 4379 2622 8969 5709 0,972.00,CreditCard,2022-07-30 00:00:00+05:30,2022-05-17 00:00:00+05:30,124,1
789,"",VG32 IUBO 9067 7517 5547 8095,414.00,OnlineBanking,2023-03-05 00:00:00+05:30,2023-01-19 00:00:00+05:30,850,2
790,"",FR51 3109 0302 03R4 UHLA TPTO F39,208.00,DebitCard,2022-09-18 00:00:00+05:30,2022-11-16 00:00:00+05:30,140,5
791,"",BH49 GCIC XM5V LSZS X8Z1 FA,103.00,OnlineBanking,2022-12-18 00:00:00+05:30,2022-11-25 00:00:00+05:30,153,4
792,"",NO07 3341 4156 200,688.00,DebitCard,2022-09-06 00:00:00+05:30,2022-03-15 00:00:00+05:30,964,5
793,"",KW47 TOAK I1LN XRQE 6EFE ZULX DL60 4R,977.00,UPI,2022-11-07 00:00:00+05:30,2022-04-01 00:00:00+05:30,190,1
794,"",FR36 7745 8849 05QF PBMM X5CK X54,710.00,OnlineBanking,2022-04-22 00:00:00+05:30,2022-03-14 00:00:00+05:30,360,3
795,"",AL22 0895 5477 CA6C SZLE 3FST G9IO,177.00,OnlineBanking,2022-07-14 00:00:00+05:30,2023-02-22 00:00:00+05:30,592,5
796,"",DK47 4647 1135 7075 41,971.00,DebitCard,2022-11-22 00:00:00+05:30,2022-12-22 00:00:00+05:30,104,1
797,"",IT83 F062 5845 142V VVGN UPVB KJO,549.00,CreditCard,2023-03-05 00:00:00+05:30,2023-01-08 00:00:00+05:30,30,2
798,"",PL31 5379 6967 7591 1504 1268 9534,579.00,CreditCard,2022-08-31 00:00:00+05:30,2022-07-14 00:00:00+05:30,114,5
799,"",CY27 4432 8277 7EQD J1BI AYTY ABE6,804.00,OnlineBanking,2022-06-12 00:00:00+05:30,2022-06-02 00:00:00+05:30,885,4
800,"",FR06 0498 5938 63NB XQ8O TD3P F88,982.00,DebitCard,2023-02-22 00:00:00+05:30,2022-03-20 00:00:00+05:30,968,4
801,"",SM52 Z625 6484 753B 6ZTI QRQW NUU,449.00,OnlineBanking,2022-10-29 00:00:00+05:30,2022-09-01 00:00:00+05:30,362,4
802,"",KZ39 515C M6IX KSQO HBVN,128.00,DebitCard,2022-12-08 00:00:00+05:30,2022-05-10 00:00:00+05:30,985,5
803,"",CH15 1685 66XQ NOGC KCRJ A,421.00,DebitCard,2022-06-15 00:00:00+05:30,2022-10-14 00:00:00+05:30,166,3
804,"",DE18 0097 0126 7055 6196 29,69.00,OnlineBanking,2022-11-21 00:00:00+05:30,2022-04-14 00:00:00+05:30,488,3
805,"",PT02 7882 8453 6587 6964 8222 4,244.00,OnlineBanking,2022-09-20 00:00:00+05:30,2022-04-09 00:00:00+05:30,889,1
806,"",BG84 RUSC 0036 299W SUUN MQ,607.00,DebitCard,2022-06-25 00:00:00+05:30,2022-08-13 00:00:00+05:30,971,5
807,"",EE12 7290 2513 4143 9328,984.00,OnlineBanking,2022-10-03 00:00:00+05:30,2022-07-06 00:00:00+05:30,674,1
808,"",LT18 7436 8680 4958 3043,155.00,OnlineBanking,2022-05-18 00:00:00+05:30,2023-02-02 00:00:00+05:30,787,3
809,"",FR67 3467 4077 50NL FNMU LAHL N90,376.00,OnlineBanking,2023-01-18 00:00:00+05:30,2022-03-09 00:00:00+05:30,778,1
810,"",IL65 5460 2040 0132 4686 827,500.00,OnlineBanking,2022-10-10 00:00:00+05:30,2022-05-20 00:00:00+05:30,750,5
811,"",DO87 CH0U 0724 8463 2900 7998 1545,672.00,CreditCard,2022-12-17 00:00:00+05:30,2022-03-28 00:00:00+05:30,870,1
812,"",ME85 3527 0909 6842 3976 12,719.00,OnlineBanking,2023-01-12 00:00:00+05:30,2022-08-13 00:00:00+05:30,41,2
813,"",LT09 5958 0898 8891 0131,217.00,OnlineBanking,2022-11-08 00:00:00+05:30,2023-01-13 00:00:00+05:30,919,2
814,"",BE58 9039 9120 4272,268.00,CreditCard,2022-07-28 00:00:00+05:30,2023-02-24 00:00:00+05:30,74,3
815,"",FR09 6450 9505 52WZ M0JF DKY9 389,735.00,OnlineBanking,2022-09-06 00:00:00+05:30,2022-07-07 00:00:00+05:30,552,3
816,"",IT41 M785 9485 217U 4MPO CSEU G0T,780.00,UPI,2022-06-05 00:00:00+05:30,2022-04-20 00:00:00+05:30,363,5
817,"",FR18 9398 5602 777P RYHN LPII M22,681.00,OnlineBanking,2022-12-15 00:00:00+05:30,2023-02-18 00:00:00+05:30,799,2
818,"",NL76 DFOZ 9786 3465 31,272.00,OnlineBanking,2022-12-07 00:00:00+05:30,2023-01-21 00:00:00+05:30,147,2
819,"",EE51 2330 0682 9299 3998,621.00,OnlineBanking,2022-04-20 00:00:00+05:30,2022-05-02 00:00:00+05:30,282,2
820,"",BG15 BCRK 5106 40B7 U6ZI IU,953.00,DebitCard,2022-07-27 00:00:00+05:30,2022-12-14 00:00:00+05:30,620,5
821,"",CZ95 3846 3207 5626 3984 4949,240.00,UPI,2023-02-08 00:00:00+05:30,2022-06-18 00:00:00+05:30,871,4
822,"",TN73 2180 9194 4693 2241 2522,43.00,OnlineBanking,2022-11-26 00:00:00+05:30,2022-08-03 00:00:00+05:30,630,1
823,"",CY48 2340 7894 1QYR 9DAM 4MW0 KJHT,91.00,OnlineBanking,2022-09-18 00:00:00+05:30,2023-01-15 00:00:00+05:30,664,5
824,"",FR50 7361 4329 95ZM JCJU Z27K X90,219.00,OnlineBanking,2022-03-27 00:00:00+05:30,2023-03-05 00:00:00+05:30,892,1
825,"",NL03 JESZ 8573 2772 57,831.00,OnlineBanking,2022-03-23 00:00:00+05:30,2022-06-17 00:00:00+05:30,212,2
826,"",FR46 7922 2672 20Z9 114B SOYY M00,730.00,OnlineBanking,2022-07-27 00:00:00+05:30,2022-12-15 00:00:00+05:30,297,4
827,"",ES63 3179 0264 9184 2647 6285,712.00,DebitCard,2022-07-16 00:00:00+05:30,2022-12-25 00:00:00+05:30,904,1
828,"",FR11 6299 7342 22U5 BED0 BPJA 737,9.00,OnlineBanking,2022-12-25 00:00:00+05:30,2022-05-05 00:00:00+05:30,874,3
829,"",FR22 4475 7389 89MT 9CJ3 JPUB S02,573.00,OnlineBanking,2023-02-12 00:00:00+05:30,2022-08-12 00:00:00+05:30,958,4
830,"",CH54 1647 6XGV K2XY B7DH 7,910.00,CreditCard,2022-10-20 00:00:00+05:30,2022-08-27 00:00:00+05:30,963,5
831,"",AZ12 PCRK NF0N UO5I MCJU 6SLD N0IU,797.00,UPI,2022-05-25 00:00:00+05:30,2023-01-21 00:00:00+05:30,744,4
832,"",GI08 YYMZ RO5V AU1G WBZM VJ1,591.00,UPI,2022-11-24 00:00:00+05:30,2023-01-19 00:00:00+05:30,452,1
833,"",FI49 2408 8902 1434 37,108.00,OnlineBanking,2022-05-29 00:00:00+05:30,2022-03-10 00:00:00+05:30,405,4
834,"",MU42 WDHQ 3032 5996 4782 1147 375S QD,811.00,OnlineBanking,2023-03-02 00:00:00+05:30,2023-02-25 00:00:00+05:30,316,5
835,"",GR87 7644 787M YPEH K8QI FKAI 1C9,361.00,OnlineBanking,2022-07-23 00:00:00+05:30,2022-11-18 00:00:00+05:30,861,5
836,"",BA97 2598 9233 2445 1861,694.00,OnlineBanking,2022-04-03 00:00:00+05:30,2022-10-13 00:00:00+05:30,202,4
837,"",FO64 1007 9952 3480 42,282.00,OnlineBanking,2022-12-04 00:00:00+05:30,2022-10-06 00:00:00+05:30,135,3
838,"",BH53 TJAE XHSG WAZZ YH0O FL,188.00,DebitCard,2022-09-12 00:00:00+05:30,2022-06-13 00:00:00+05:30,914,4
839,"",RS37 6767 5423 4799 9618 47,141.00,UPI,2022-06-22 00:00:00+05:30,2022-06-30 00:00:00+05:30,144,2
840,"",FR59 3212 4606 36PC DYHA IXUS L81,613.00,OnlineBanking,2023-01-20 00:00:00+05:30,2023-02-06 00:00:00+05:30,328,2
841,"",SM76 U866 7069 892T K60M KOMA UYN,658.00,CreditCard,2023-01-31 00:00:00+05:30,2022-12-14 00:00:00+05:30,780,4
842,"",HR09 9387 9051 7149 7623 1,513.00,CreditCard,2022-07-27 00:00:00+05:30,2022-04-28 00:00:00+05:30,614,5
843,"",MT94 HJJB 0156 601R CNYK 77VI BTFA 62H,907.00,OnlineBanking,2022-04-28 00:00:00+05:30,2022-04-06 00:00:00+05:30,203,1
844,"",LB14 1660 YZ73 EDSP NHNZ THYG VAWY,111.00,OnlineBanking,2022-12-03 00:00:00+05:30,2022-04-24 00:00:00+05:30,434,1
845,"",IE40 ABZA 6366 9793 6493 91,109.00,OnlineBanking,2022-06-22 00:00:00+05:30,2022-03-31 00:00:00+05:30,964,4
846,"",SI67 2868 2697 7727 216,665.00,UPI,2022-03-12 00:00:00+05:30,2023-02-18 00:00:00+05:30,41,4
847,"",HR97 8544 3769 4419 7840 8,949.00,OnlineBanking,2022-05-21 00:00:00+05:30,2022-06-27 00:00:00+05:30,21,5
848,"",DO63 ULXG 8769 8537 3639 0052 6987,841.00,UPI,2022-10-23 00:00:00+05:30,2022-07-17 00:00:00+05:30,531,3
849,"",FR68 1387 5728 92B0 GCDE RSTE 933,84.00,OnlineBanking,2022-09-18 00:00:00+05:30,2022-04-03 00:00:00+05:30,196,3
850,"",PL16 5688 6678 8032 4579 3713 8564,795.00,OnlineBanking,2023-02-27 00:00:00+05:30,2022-12-21 00:00:00+05:30,297,1
851,"",HU42 6861 0706 4379 7982 7726 9716,625.00,DebitCard,2022-12-06 00:00:00+05:30,2022-07-15 00:00:00+05:30,49,4
852,"",NO82 8017 2096 736,750.00,OnlineBanking,2022-06-27 00:00:00+05:30,2023-01-17 00:00:00+05:30,737,3
853,"",IS94 1871 7063 4613 9631 7764 04,855.00,OnlineBanking,2022-11-29 00:00:00+05:30,2022-08-12 00:00:00+05:30,418,1
854,"",GT89 OXNV KPF9 PBGR BIBO T9QI HZIX,692.00,OnlineBanking,2022-04-15 00:00:00+05:30,2022-12-30 00:00:00+05:30,962,2
855,"",PT09 9318 8237 8217 4404 4589 4,247.00,OnlineBanking,2023-03-03 00:00:00+05:30,2023-02-26 00:00:00+05:30,322,3
856,"",MU18 SPAC 5491 6088 3785 8896 205Z FW,236.00,CreditCard,2022-11-22 00:00:00+05:30,2022-06-08 00:00:00+05:30,948,4
857,"",PL76 5769 4476 9451 9415 2741 3016,879.00,OnlineBanking,2022-06-10 00:00:00+05:30,2022-09-16 00:00:00+05:30,834,3
858,"",FR67 4236 2918 777G QZNX K2RV Z97,519.00,OnlineBanking,2022-09-22 00:00:00+05:30,2022-04-01 00:00:00+05:30,291,5
859,"",SK31 5615 3386 6132 1382 4117,840.00,UPI,2022-05-05 00:00:00+05:30,2022-12-13 00:00:00+05:30,254,2
860,"",CZ22 2801 2393 4941 6686 8963,270.00,DebitCard,2023-02-02 00:00:00+05:30,2022-05-23 00:00:00+05:30,958,2
861,"",BA24 9093 6481 9707 9221,317.00,DebitCard,2022-10-27 00:00:00+05:30,2022-09-09 00:00:00+05:30,959,1
862,"",ES19 2460 6866 4583 8991 6779,494.00,OnlineBanking,2022-12-26 00:00:00+05:30,2023-01-25 00:00:00+05:30,804,3
863,"",FR46 6469 7008 501K 6KYU 03HP D90,926.00,CreditCard,2022-09-23 00:00:00+05:30,2022-10-31 00:00:00+05:30,519,5
864,"",SA18 74UB 9BB7 2UG4 MBIR LLLQ,593.00,DebitCard,2023-02-10 00:00:00+05:30,2022-08-04 00:00:00+05:30,906,5
865,"",FR76 7654 3700 82ED 6BKV WVQQ L26,732.00,OnlineBanking,2022-10-24 00:00:00+05:30,2022-09-16 00:00:00+05:30,322,1
866,"",FR27 0340 7202 923N 8XVN OV40 K71,641.00,OnlineBanking,2023-01-04 00:00:00+05:30,2022-03-10 00:00:00+05:30,416,4
867,"",PT77 9927 1019 6778 8449 5019 0,54.00,DebitCard,2022-08-12 00:00:00+05:30,2022-10-17 00:00:00+05:30,2,3
868,"",FR24 5042 2984 54L9 06IA BLFX 511,784.00,DebitCard,2022-06-10 00:00:00+05:30,2023-02-11 00:00:00+05:30,51,3
869,"",RS95 0990 3605 2952 2823 84,117.00,OnlineBanking,2022-07-11 00:00:00+05:30,2022-11-02 00:00:00+05:30,683,1
870,"",SM35 R913 7140 249E XIW6 DSTC VHA,642.00,CreditCard,2022-11-11 00:00:00+05:30,2022-05-17 00:00:00+05:30,308,3
871,"",SI04 2141 2102 8090 903,350.00,CreditCard,2022-04-21 00:00:00+05:30,2022-11-22 00:00:00+05:30,539,2
872,"",FI13 9444 2965 1565 30,836.00,CreditCard,2022-04-13 00:00:00+05:30,2022-09-24 00:00:00+05:30,481,3
873,"",IL80 3002 6187 4743 7498 568,432.00,DebitCard,2022-07-25 00:00:00+05:30,2023-02-23 00:00:00+05:30,989,5
874,"",FR67 8214 2598 27I7 9MAB O5Z9 Q83,147.00,DebitCard,2022-06-05 00:00:00+05:30,2022-08-28 00:00:00+05:30,90,2
875,"",AT35 8298 6576 2484 5117,154.00,UPI,2022-04-16 00:00:00+05:30,2022-04-15 00:00:00+05:30,401,5
876,"",CH70 2185 3IU7 SRII HYLJ G,297.00,OnlineBanking,2023-01-23 00:00:00+05:30,2022-07-03 00:00:00+05:30,201,1
877,"",AE44 3646 3696 5337 6883 411,930.00,OnlineBanking,2022-11-04 00:00:00+05:30,2022-12-09 00:00:00+05:30,59,1
878,"",PS37 DSTA AYCN HE2S 0ZT4 NWFI 0EW3 N,991.00,DebitCard,2022-10-30 00:00:00+05:30,2022-09-23 00:00:00+05:30,739,3
879,"",BG86 INUD 9289 86GS YP3B ZI,395.00,DebitCard,2022-04-23 00:00:00+05:30,2022-05-23 00:00:00+05:30,849,3
880,"",IE87 DSPX 3624 8846 8038 13,223.00,OnlineBanking,2022-07-03 00:00:00+05:30,2023-01-19 00:00:00+05:30,653,4
881,"",DO27 M6OV 8194 4777 6184 5316 9785,109.00,DebitCard,2023-01-31 00:00:00+05:30,2022-09-18 00:00:00+05:30,312,4
882,"",ME65 9482 1315 1363 6383 60,799.00,DebitCard,2022-11-20 00:00:00+05:30,2022-12-10 00:00:00+05:30,886,5
883,"",BH35 YLXS KAR8 96BQ WIYE LZ,911.00,CreditCard,2022-12-03 00:00:00+05:30,2023-03-01 00:00:00+05:30,96,3
884,"",ME09 8047 7530 7401 1027 50,25.00,OnlineBanking,2022-04-14 00:00:00+05:30,2022-07-01 00:00:00+05:30,179,1
885,"",LB55 0434 BT8L TNS2 LXT1 ZTC1 4CKN,401.00,UPI,2022-05-31 00:00:00+05:30,2022-11-11 00:00:00+05:30,245,4
886,"",FR42 4502 4885 15TD AUDY TO8S H08,994.00,CreditCard,2023-02-01 00:00:00+05:30,2022-05-26 00:00:00+05:30,258,1
887,"",AE97 0288 6753 2338 9334 713,286.00,DebitCard,2022-10-22 00:00:00+05:30,2022-07-17 00:00:00+05:30,547,5
888,"",DK95 0071 5371 6367 88,756.00,OnlineBanking,2022-11-01 00:00:00+05:30,2022-11-16 00:00:00+05:30,467,1
889,"",BE33 1353 8578 1472,722.00,OnlineBanking,2022-11-29 00:00:00+05:30,2022-06-15 00:00:00+05:30,258,5
890,"",BR68 7945 9599 1934 1352 9037 516E U,920.00,OnlineBanking,2022-09-28 00:00:00+05:30,2022-09-03 00:00:00+05:30,364,5
891,"",NO73 2878 0401 962,298.00,OnlineBanking,2022-03-29 00:00:00+05:30,2022-11-24 00:00:00+05:30,403,1
892,"",GE56 MI20 4616 0523 6711 71,241.00,UPI,2023-01-24 00:00:00+05:30,2022-09-08 00:00:00+05:30,941,5
893,"",BG78 KWRB 4159 50X8 PNDG PS,836.00,DebitCard,2022-07-27 00:00:00+05:30,2022-03-10 00:00:00+05:30,950,5
894,"",CZ96 1448 0743 6668 1399 4113,639.00,CreditCard,2022-03-29 00:00:00+05:30,2022-08-01 00:00:00+05:30,975,2
895,"",GB08 JTXV 3331 2202 3105 28,324.00,CreditCard,2022-11-08 00:00:00+05:30,2022-07-27 00:00:00+05:30,19,3
896,"",FR03 2198 9640 35ND PPMS SMWO I28,47.00,DebitCard,2022-07-05 00:00:00+05:30,2022-09-08 00:00:00+05:30,308,5
897,"",MK32 897V BDMG 6G1N Z17,392.00,UPI,2023-02-13 00:00:00+05:30,2022-10-05 00:00:00+05:30,61,4
898,"",PT60 1329 4380 0471 4521 1031 7,419.00,DebitCard,2023-01-01 00:00:00+05:30,2022-08-10 00:00:00+05:30,770,1
899,"",KW29 HEJO TAHL SSJW TWZV VN6Q KWUH AE,928.00,OnlineBanking,2022-05-29 00:00:00+05:30,2022-07-30 00:00:00+05:30,952,2
900,"",DO76 KQWI 7098 7661 9122 2480 1304,16.00,CreditCard,2022-05-05 00:00:00+05:30,2023-02-02 00:00:00+05:30,47,4
901,"",LI61 9435 3TWY PGRF TUYK B,618.00,OnlineBanking,2022-08-20 00:00:00+05:30,2022-08-26 00:00:00+05:30,743,2
902,"",FO58 5754 8359 0453 59,551.00,CreditCard,2022-06-01 00:00:00+05:30,2022-10-16 00:00:00+05:30,235,5
903,"",DE84 2621 2872 6373 7397 48,445.00,DebitCard,2022-05-01 00:00:00+05:30,2022-11-06 00:00:00+05:30,933,5
904,"",PL08 8957 4382 9070 5346 7891 9696,355.00,UPI,2022-10-30 00:00:00+05:30,2023-02-17 00:00:00+05:30,82,3
905,"",FO47 7208 2163 1806 94,382.00,CreditCard,2022-07-03 00:00:00+05:30,2023-02-13 00:00:00+05:30,151,3
906,"",FR76 3854 3780 31BM GZAP M9MA P53,471.00,CreditCard,2022-06-11 00:00:00+05:30,2023-01-14 00:00:00+05:30,289,4
907,"",MT21 NPYC 6474 6OHZ NPCW DPPR DEC9 YFB,357.00,OnlineBanking,2022-05-12 00:00:00+05:30,2022-06-17 00:00:00+05:30,975,2
908,"",FR18 6506 3110 56DG HD3U Y9V4 B41,133.00,OnlineBanking,2022-10-24 00:00:00+05:30,2022-06-14 00:00:00+05:30,540,1
909,"",HU35 3147 3636 5891 9062 1155 8264,790.00,OnlineBanking,2023-02-17 00:00:00+05:30,2022-09-09 00:00:00+05:30,958,4
910,"",RS10 2619 4972 3174 1401 20,498.00,OnlineBanking,2023-02-03 00:00:00+05:30,2022-04-28 00:00:00+05:30,549,3
911,"",AE91 4381 4442 8841 8409 943,800.00,DebitCard,2022-05-22 00:00:00+05:30,2022-06-02 00:00:00+05:30,344,4
912,"",EE69 8887 8261 6071 4135,133.00,DebitCard,2022-12-10 00:00:00+05:30,2022-03-23 00:00:00+05:30,765,5
913,"",LB92 4971 NAUU DRYW C9EZ SZ0U 8W67,626.00,DebitCard,2022-11-15 00:00:00+05:30,2023-03-05 00:00:00+05:30,372,3
914,"",BR19 1838 6454 9882 1983 9957 325J R,240.00,OnlineBanking,2022-10-06 00:00:00+05:30,2022-12-24 00:00:00+05:30,946,3
915,"",SI47 1152 4708 2470 644,332.00,DebitCard,2022-08-11 00:00:00+05:30,2022-09-02 00:00:00+05:30,34,3
916,"",GB25 ZVTA 7389 9379 6774 17,366.00,OnlineBanking,2022-12-24 00:00:00+05:30,2022-12-11 00:00:00+05:30,295,1
917,"",FR60 5960 6875 8860 NFMH D29U B16,5.00,OnlineBanking,2022-04-15 00:00:00+05:30,2022-12-27 00:00:00+05:30,348,2
918,"",GL45 3686 2776 7118 56,884.00,OnlineBanking,2022-08-09 00:00:00+05:30,2022-07-29 00:00:00+05:30,495,1
919,"",DE63 1865 9767 8377 8301 63,73.00,CreditCard,2022-07-13 00:00:00+05:30,2022-09-15 00:00:00+05:30,318,4
920,"",VG49 JXMA 2122 9203 2265 5835,616.00,UPI,2022-09-11 00:00:00+05:30,2022-06-13 00:00:00+05:30,256,3
921,"",FR03 0027 1022 92FQ SNV0 CAZF X06,51.00,OnlineBanking,2023-02-24 00:00:00+05:30,2022-07-21 00:00:00+05:30,577,2
922,"",BR84 4000 0924 6057 2275 4088 764Q A,192.00,OnlineBanking,2023-02-17 00:00:00+05:30,2022-10-29 00:00:00+05:30,441,4
923,"",IE66 ZGPM 1815 5640 5096 68,849.00,OnlineBanking,2023-01-15 00:00:00+05:30,2022-09-22 00:00:00+05:30,379,4
924,"",CH69 0092 9M2G JDIN MVHN Z,675.00,OnlineBanking,2022-07-10 00:00:00+05:30,2023-02-19 00:00:00+05:30,790,1
925,"",CY58 1972 3909 CVTR IGZG SFDF 8IRD,438.00,CreditCard,2022-12-14 00:00:00+05:30,2022-07-01 00:00:00+05:30,832,4
926,"",PS63 LDDQ 5DGV OXWX 1NM3 K6KG R34V J,296.00,UPI,2022-06-03 00:00:00+05:30,2022-12-24 00:00:00+05:30,215,1
927,"",FR45 6789 5846 27F8 BKKJ 8XMV Z60,252.00,DebitCard,2022-05-08 00:00:00+05:30,2022-08-25 00:00:00+05:30,909,2
928,"",GR17 3057 425F GWBP O0UU XNVL 5PI,324.00,CreditCard,2022-07-04 00:00:00+05:30,2023-01-03 00:00:00+05:30,655,2
929,"",MK25 971K TXQC LV5G P03,395.00,DebitCard,2022-04-14 00:00:00+05:30,2022-12-20 00:00:00+05:30,46,3
930,"",CY06 0315 3916 DWZR KTCW 7XKO 1BMH,642.00,OnlineBanking,2023-02-26 00:00:00+05:30,2022-09-08 00:00:00+05:30,348,1
931,"",CY79 4772 2457 CZN8 ENDR RB0K 5JNO,974.00,OnlineBanking,2022-10-01 00:00:00+05:30,2023-02-17 00:00:00+05:30,982,4
932,"",FR19 3819 0224 48LE DG77 RMAV J82,676.00,OnlineBanking,2022-05-30 00:00:00+05:30,2022-12-01 00:00:00+05:30,540,5
